id_registro,fecha,turno,linea_produccion,fase,unidades_producidas,unidades_defectuosas,tiempo_produccion_min,tiempo_parada_min,hubo_parada,motivo_parada,operario_id
37504,2024-04-19,  mañana,C,corte,349,10,410,0,NO,,OP044
35237,2024-05-12,mañana,A,expedicion,383,6,239,0,n,,OP056
79766,30-12-2024,tarde,A,Mecanizado,317,22,370,257,sí,Mantenimiento,OP039
67817,2024-06-25,mañana,A,tratamiento_termico,419,21,287,0,NO,,OP027
45737,2023-11-01,   mañana,,control_calidad,0,6,274,0,n,,OP005
45866,10-02-2024,manana,B,expedición,280,300,,11,n,,OP031
91650,2023-10-08,noche,C,corte,351,8,497,0,0,,OP023
23418,2023-11-08,mañaña,B,corte,356,14,459,0,No,,OP075
55916,2024-03-02,mañana,A,mecanizado,424,22,407,23,Sí,error_operario,OP033
45527,2023/11/06,NOCHE, A,expedición,324,12,399,0,no,,OP003
47128,2024-03-25,noche,,corte,355,8,491,9,Yes,mantenimiento,OP020
32449,2024/07/17,noches,B,control_calidad,255,23,278,14,sí,fallo_maquina,OP015
90381,2024-12-11,noche,C,expedicion,459,,292,0,No,,OP043
80854,2023-03-10,mañana,C,control_calidad,451,34,232,0,No,,OP038
27049,2023-05-06,noche,B,control calidad,,4,460,0,NO,,OP006
52904,2023-05-21,tarde,A,corte,372,11,462,0,0,,OP009
60279,2023-06-22,noche,A,mecanizdo,316,13,474,15,SI,fallo maquina,OP-014
65897,22/09/2024,mañana,A,CORTE,482,18,482,0,0,,OP002
88134,2024-06-30,noche,,mecanizado,-43,0,511,53,Yes,fallo_maquina,OP066
92505,03.09.2024, mañana,C,expedicion,460,7,212,0,no,,OP058
68436,2023/01/07,mañana,B,control_calidad,646,57,264,0,0,,OP011
50952,2024/03/01,noches,A,CORTE ,301,16,483,0,no,,OP0065
35971,2023-12-25,noche,B,mecaniado,264,13,419,0,n,,OP053
97932,2024-11-22,noche,,mecanizado,271,12,508,37,si,mantenimiento,OP036
20295,2024/01/14,mañana,A,expedición,402,22,444,0,n,,OP060
71039,2023-04-30,tarde,A,corte,300,10,587,0,No,,OP056
22178,2023-04-29,tarde,C,tratamiento_termico,406,13,356,0,n,,OP030
71377,2024-08-26,manana,A,mecanizado,250,11,416,8,sí,mantenimiento,OP023
50683,2023-10-07,tarde,C,corte,318,18,396,0,no,,OP022
71000,2024-08-17,tarde,C,tratamiento termico,326,13,380,0,NO,,OP015
39333,2024-11-26,mañana,AA,control_calidad,704,53,321,0,no,,op069
90863,2024-07-07,tarde,B,tratamiento_termico,376,16,350,0,n,,op008
57638,2024-09-15,tarde,c,control_calidad,605,58,288,6,Yes,error_operario,OP045
97186,2024-04-07,mañana,C,control calidad,346,21,372,0,NO,,OP57
52567,26/06/2024,Mañana,A,expedicion,452,9,240,0,0,,OP14
13966,18/11/2024,mañana,A,expedicion,463,11,214,0,n,,OP013
24796,2024-01-14,mañaña,C,control_calidad,,2,294,0,no,,OP078
70455,2024-04-08,  mañana,B,control_calidad,524,40,6194,5,1,fallo_maquina,OP062
46996,2024-06-09,tarde,C,mecanizado,317,11,497,34,Yes,fallo_maquina,OP013
89225,2023-07-04,tarde,B,tratamiento_termico,411,19,335,0,no,,OP050
76577,2024-11-08,noche,C,control_calidad,-34,4,342,0,n,fallo_maquina,OP0037
24022,2023-04-22,noche,B,control_calidad,515,43,385,0,no,,OP021
95124,2023-06-16,noche,C,mecanizado,242,13,536,0,No,,op051
49599,2024-06-02,noche,C,tratamiento_termicoo,295,12,501,5,si,error_operario,OP050
62535,2023-04-23,noche,,expedicion,365,6,249,0,no,,OP070
41270,2023-02-25,mañana,,expediccion,241,13,458,1,Yes,error_operario,OP003
81820,15-03-2024,tarde,,expedicion,449,8,209,0,no,,OP036
73225,2023-04-26,tarde,C,control_calidad,471,47,293,0,0,,OP047
54658,2024-05-19,mañana,,tratamiento_termico,438,20,330,0,0,,OP075
87459,2023-05-01,mañana,c,control_calidad,491,494,354,0,No,,OP045
67062,17-05-2024,noche,A,tratamiento_termico,304,9,429,0,n,,OP18
54852,2023-10-02,mañana,,control_calidad,525,46,312,0,0,,OP067
40953,2023-05-01,noche,B,corte,338,8,502,29,yes,falta_material,OP053
97766,2024-06-16,noche,B,expedicion,337,4,2937,0,No,,OP022 
85260,2024-10-08,mañana,,corte,328,12,455,0,No,,OP067
24984,2023-09-23,noche,C,mecanizado,222,225,452,4,yes,error_operario,OP040
70674,2023-05-15,mañana,B,corte,378,15,450,0,no,,OP054
22799,2024-08-09,tarde,A,tratamiento_termico,285,12,321,0,No,,OP042
33091,2023-02-21,mañana,A,tratamiento_termico,396,20,382,0,n,,Op036
63188,2023-03-08,noch,A,control_calidad,521,51,304,0,NO,,OP015
24253,2024-07-05,tarde,A,mecanizado,255,13,389,0,NO,,OP010
88172,2024-09-09,noche,B,expedicion,441,5,259,0,n,,OP005
59664,2024-12-22,tarde,C,mecaniado ,395,14,360,0,no,,OP052
94540,2023-12-01,mañana,,mecanizado,255,14,340,7,si,mantenimiento,OP012
21866,12-10-2023,tarde ,B,Expedicion,439,13,272,6,sí,error_operario,OP053
28208,2024-09-25,tarde,,mecanizado,268,5,398,0,0,,OP050
93379,2024-07-26,mañana,B,expedicion,384,7,242,8,Yes,faltamaterial,OP073
29231,2024-04-02,mañana, A,expediccion,307,18,373,88,yes,fallo maquina,OP080
69372,06-04-2023,noche,,mecanizado ,240,17,503,0,n,,op042
61115,2024-10-04,noche,A,Corte,396,7,444,0,no,,OP60
68610,2023-12-05,noche,C,control_calidad,474,37,301,0,NO,,OP048
99327,2024-08-16,noche,A,expedicion,464,12,205,36,Sí,error_operario,OP018
49286,20240108,noche,A,corte,305,11,522,0,n,,OP071
99071,2023-10-28,mañana,,corte,-42,2,600,0,n,,OP068
66980,2023-07-27,tarde,A,corte,401,10,366,0,n,fallo_maquina,OP 029
55123,05-14-2024,mañana,B,Mecanizado,312,20,500,0,0,,OP075
86379,2023-03-23,Tarde,B,corte,305,12,495,0,NO,,OP004
23418,2024-01-14,noche,C,mecanizado,201,11,477,19,Sí,fallo_maquina,OP020
26718,2024-01-12,mañana,B,control_calidad,487,45,343,7,SI,fallo_maquina,OP056
18180,2024-05-22,mañana,,corte,370,,436,0,0,,OP055
81943,20241118,tarde,B,mecanizado,355,20,456,32,SI,falta_material,OP009
10110,2024-09-25,mañana,C,mecanizdo,335,12,463,0,NO,,OP033
57086,2024-05-26,noche,C,tratamiento_termico,323,16,400,0,No,,OP063
46989,2023-10-20,noche,A,corte,434,18,590,0,no,,OP004
40833,2024-07-09,mañana,A,tratamiento_termico,253,17,326,0,n,,OP006
87353,03.04.2023,mañana,B,mecanizado,281,14,461,24,Yes,fallo_maquina ,OP065
51697,2024-09-28,mañana,A,tratamiento_termico,401,13,349,0,No,,OP009
63219,2023-10-21,tarde,B,corte,374,14,482,0,NO,,OP074
81449,2023-03-05,tarde,C,mecanizdo,447,15,457,0,NO,,OP014
32729,20230225,mañana,A,CORTE,452,14,397,0,n,,OP012
34671,2024-10-16,noche,C,mecanizado,291,12,582,0,No,,OP 008
57223,2024-07-15,noche,A,expedicion,349,10,251,0,0,,OP049
30220,2023/08/02,tarde,A,expedicion,369,5,252,0,NO,,OP047
97826,01-07-2024,noche,B,cortte,313,17,470,0,0,,OP062
11520,2023-05-13,noche,A,mecanizado,196,,,3195,sí,error_operario,OP0047
12058,2024-11-26,tarde,A,tratamiento_termicoo,393,23,377,0,n,,OP045
73792,2024-03-25,mañana,B,mecaniado,317,12,317,0,0,,
27796,2024-01-14,  mañaña,B,mecanizado,314,13,391,0,0,,OP070
94180,13.01.2024,tarde,B,control_calidad ,496,45,270,0,0,,OP030
69772,2024-06-22,noch,a,mecanizado,400,29,365,17,si,falta_material,OP-017
89223,12-26-2023,tarde,A,mecanizado ,291,24,436,0,n,,OP023
91690,13/09/2023,mañaña, A,control calidad,327,17,496,9,SI,error_operario,OP-060
76770,2024-12-02,noche,B,expedicion,349,4,253,30,NO,,OP076
68988,2024/06/07,noche,C,tratamiento_termico,351,15,362,3,yes,fallo_maquina,OP002
39588,2023-07-29,tarde,A,control_calidad,523,52,338,0,0,,OP055
89242,2024-07-19,mañana,b,mecanizado,295,16,354,0,no,,OP047
97186,21/11/2024,tarde,A,control_calidad,471,34,279,0,no,,OP033
41031,23-02-2023,tarde,C,corte,303,3,523,2,Yes,mantenimiento,OP071
45291,20230905,mañana,C,mecaniado,293,13,383,0,No,,OP052
81587,2024-09-16,maana,C,mecanizado,335,14,527,18,Sí,fallo_maquina,OP048
14385,20230123,mañana,A,expediccion,-19,0,415,0,no,,OP013
84468,16/05/2023,tarde,C,mecanizado,315,14,500,0,no,,OP015
58310,2024-03-18,mañana,A,tratamiento_termico,396,9,346,132,SI,mantenimiento,OP049
73115,17.02.2023,tarde ,C,corte,475,8,545,23,yes,mantenimiento,OP077
20494,2024-10-01,noche,B,expedicion,326,5,262,0,No,,
78997,02/11/2023,mañana,A,tratamiento_termico,356,13,401,2,Yes,fallo maquina,OP034
46624,2024-06-01,mañana,A,expedicion ,517,,270,0,no,,OP009
20254,2024-10-16,noche,C,Expedicion,221,5,277,0,0,,OP025
89963,2024-08-31,tarde ,B,tratamiento_termico,261,10,394,0,n,,OP041
71925,2023-08-30,noche,B,mecanizado,237,10,484,2499,S,fallo_maquina,OP050
96997,2023-01-20,noch,A,tratamiento_termico,403,12,332,43,si,Error_operario,OP031
20234,2023-04-11,mañana,C,expedicion,462,8,265,0,0,,OP050
80673,20240706,Tarde,C,control_calidad,544,35,251,0,0,,OP028
50959,2024-06-12,  NOCHE,B,expedicion,344,6,273,0,NO,,OP018 
55029,2024-01-12,tarde,c,corte,395,14,398,0,0,,OP071
11413,2023-09-09,  Mañana,C,control_calidad,342,21,293,0,NO,,OP048
77195,20.05.2024,  tarde,B,corte,297,10,501,0,n,,OP036
85230,2024-03-15,tarde,A,mecanizado,293,22,345,0,NO,,OP057 
65183,20230616,manana,B,tratamiento_termico,366,13,369,26,NO,,OP026
48616,08-11-2024,noches,B,mecanizado ,248,19,449,49,Sí,fallo_maquina,OP032
14630,2023-03-06,mañana,A,corte,441,13,520,0,No,,OP044
88333,2024-05-26,mañana,C,mecanizado,318,14,485,37,1,mantenimiento,OP073
83886,27.08.2023,mañana,B,control_calidad,597,54,304,0,NO,,OP073
92483,2024-07-20,noche,A,expedicion,348,3,304,0,no,,OP021
32161,2024-12-08,  noche,B,control calidad,-40,5,356,0,n,,OP024
96025,2024-04-19,noche,B,control calidad,252,12,504,0,0,,OP 038
91830,2024-04-11,noche,A,tratamiento_termico,324,14,466,0,No,,
88172,2024-09-01,mañana,B,control_calidad,479,,212,0,no,,op022
76269,2023-03-15,manana,A,corte,445,11,523,0,no,,op004
46418,2024-08-18,tarde,B,control_calidad,358,41,245,0,NO,,OP050
90713,2023-12-24,tarde,A,tratamiento_termico,262,14,351,0,No,,OP007
43679,2023-10-04,tarde,A,corte,551,11,466,0,NO,,OP032
31753,2024-08-30,tarde,a,mecanizado,325,17,412,0,n,,OP-018
87564,2023-04-25,noches,C,expedicion,450,13,216,12,no,,OP042
96396,2024-01-11,mañana,C,expedición,352,25,314,0,NO,,OP008
32989,2023-08-14,tarde,B,expedicion,486,501,216,0,no,,OP031
40958,04.07.2024,tarde,A,tratamiento_termico,291,,418,34,yes,falta material,OP021
79125,2023-02-19, mañana,A,corte,376,8,399,0,0,,OP071
54937,06/08/2024,noche,C,mecanizado,272,10,458,16,No,,OP-044
29014,2024-04-26,NOCHE,C,mecanizado,204,13,483,68,Sí,mantenimiento,OP064
30204,2023-12-27,tarde,B,Corte,427,21,409,0,0,,OP055
64125,2024-03-03,mañana,A,corte,354,8,462,0,n,,OP057
41188,2023-10-23,noch,C,corte,487,11,480,28,No,,OP003
93568,2023-01-18,tarde,A,control calidad,282,12,455,32,si,falta_material,OP026 
85727,2023-05-12,  noch,B,mecanizado,361,14,412,70,Yes,fallo_maquina,OP068
55229,2023-09-16,noche,línea A,tratamiento_termico,338,11,415,0,no,,Op018
44654,2024-11-03,mañana,C,expedicion,478,7,182,0,No,,OP004
25203,2023-04-28,noche,A,tratamiento termico,322,12,474,0,n,,OP032
70819,2024-02-17,mañana,C,control_calidad,614,50,292,0,NO,,OP078
49500,2023-08-06,mañana,C,expedicion,458,6,224,17,si,falta_material,OP017
79798,2023-01-10,tarde ,,cortte ,279,18,357,1,S,error_operario,OP078
99589,2024-08-31,noche,A,expedición,223,9,370,72,Sí,mantenimiento,OP055
72205,2023-03-15,mañana,A,tratamiento_termico,362,19,438,0,0,fallo_maquina,OP072
79526,2024-05-10,mañana,B,mecanizado,331,16,330,0,n,falta_material,OP057
11554,18/04/2024,tarde,,expedicion,246,3,219,0,no,,OP048
68827,2024-11-26,tarde,B,tratamiento_termico,334,20,428,9,yes,,OP021
51377,2023-08-04,mañana, A,Mecanizado,317,17,428,92,si,error_operario,OP022
99505,2024-02-18,mañana,A,control_calidad,465,,338,0,n,,OP005
22761,25-09-2023,mañana,A,tratamiento termico,360,17,480,0,n,,OP027
93548,2024-03-28,NOCHE,A,expedicion,366,13,275,0,n,,OP1
66595,2024-05-08,maana,,tratamiento_termico,359,17,318,0,0,,Op078
95467,2023-07-01,mañana,C,mecanizado,307,15,417,0,NO,,OP078
53904,2023-02-25,tarde,C,expedición,343,19,343,53,si,mantenimiento,OP025
22881,2023-03-25,mañana,A,expedicion,,7,210,0,n,,OP031
86569,2024-04-20,mañana,C,expedicion,505,18,202,17,NO,,OP008
98511,05-05-2024,tarde,C,control_calidadd,266,20,419,0,No,,OP027
98065,2024-03-24,mañana,B,mecanizado,206,7,409,12,yes,error_operario,OP048
35549,20240413,noche,C,mecanizado ,269,18,9956,0,NO,,OP052
98829,2024-11-30,mañana,b,expediccion,326,344,384,21,si,error operario,OP026
33582,2023-02-24,mañana,C,control_calidad,554,,286,0,no,,OP 072
11386,07-11-2024,tare,B,expedicion,,5,266,0,No,,OP070
18906,2023-12-19,noche,B,tratamiento_termico,278,11,370,0,n,,OP075 
23418,2024-01-10,tarde,C,control_calidad,373,25,278,0,NO,,OP005
99849,2024-02-22,  mañana,B,mecaniado,312,13,447,0,n,,OP067
38759,2024-06-01,mañana,B,CORTE,372,11,459,23,Sí,faltamaterial,OP061
43016,18-05-2023,noches,C,cortte,342,15,,0,n,,Op001
13106,2023-06-21,mañaña,C,corte,473,13,414,5,S,fallo_maquina,OP032
17455,2024-02-14,noche,A,expedicion,300,3,239,,SI,error_operario,OP022
96062,2024-11-15,mañana,A,control_calidadd,328,11,424,0,no,,OP051
38419,23-05-2023,NOCHE,A,expedicion,334,6,285,0,No,,OP058
93634,2024/10/04,mañana,A,mecanizado,326,13,448,26,n,,OP026
25725,2023-09-12,mañana,A,corte,348,6,457,0,0,,OP011
89257,26.06.2024,noche,B,control_calidad,524,32,339,0,No,,OP003
96034,2024-02-05,mañana,C,mecanizado ,245,20,495,0,No,,OP055
94922,2024-06-24,noche,C,control_calidad,445,32,334,0,no,,OP074
34217,2024-07-26,tarde,A,control_calidad,504,48,255,0,n,,OP024
34151,2024-03-26,tarde,B,expedición,366,17,398,0,no,,OP039
71204,2024-06-06,mañana,C,mecanizado ,273,17,426,0,No,,OP004
19924,2024-01-03,Mañana,B,Mecanizado,250,6,506,0,0,, OP005
46226,2024-10-03,noche,,Mecanizado,248,3,463,0,0,error_operario,OP022
97500,04-11-2024,manana,A,Expedicion,369,5,252,0,n,,OP064
52389,2024-10-27,noche,C,expedicion,355,6,268,0,no,,OP048
19698,2023-07-28,noche,C,tratamiento_termico,308,14,342,0,0,,OP064
18177,2024-06-15,noche,C,mecanizado,218,7,509,0,No,fallo_maquina,OP074
53601,2024-11-17,noche,C,mecanizado,249,18,418,0,0,,OP065
43847,10/03/2023,mañana,,expedicion,402,5,216,0,no,,
44690,2023-06-14, mañana,,mecanizdo ,434,23,445,0,NO,,Op059
19096,2023-09-20,tarde,A,mecanizado,298,11,477,15,Sí,fallo maquina,OP0013
36302,2023-02-10,noche,B,corte,-4,7,628,18,S,Mantenimiento,OP 054
33388,03-11-2024,mañana,C,mecanizdo,405,25,467,26,SI,fallo maquina,OP080
24212,2023-04-23,NOCHE,BC,control_calidadd,265,15,482,0,No,,OP064
66525,2023-08-13,tarde,C,mecanizado,289,17,461,0,0,,OP015
94323,2024-03-18,noche,A,mecanizado,247,13,467,6,SI,error_operario,Op046
67878,2023-07-12,noche,A,control_calidad,315,17,371,0,0,,op024
23538,2024-09-05,noche,B,corte,225,4,580,0,No,,OP027
97186,03-10-2023,noches,C,expedicion,421,6,281,0,NO,,OP079
42846,2024-04-10,tarde,C,mecanizado,262,16,385,0,No,,OP077
12459,2024-12-17,noche,B,cortte,299,19,446,0,No,,OP052
29510,2023-08-16,noche,C,control_calidad,343,26,392,0,NO,,OP063
10113,2024-07-26,mañana,a,expedicion,411,8,291,0,No,,OP034
97111,2023-06-14,noche,C,control_calidad,316,335,347,0,No,,OP006
29871,2024-06-26,mañana,,tratamiento termico,226,14,,0,0,,OP063
61292,2023-06-22,noche,C,mecanizado ,339,22,404,90,1,falta material,OP004
77552,2023-01-09,  tare,A,tratamiento_termico,333,7,383,0,0,,OP025
74314,2023-08-10,noche,B,control calidad,257,18,389,0,no,,OP005
62941,2024-08-02,mañana,C,control_calidad,451,38,308,0,No,,OP030
19188,2023-02-03,tarde,C,expedicion,542,14,261,0,no,,OP079
10433,2023-10-15,noche,A,Mecanizado,214,9,418,0,No,,OP058
73185,2024-04-28,tarde,C,cortte,357,20,439,0,n,,OP056
80163,2024-03-08,NOCHE,A,corte,315,5,527,19,si,mantenimiento,OP023
57044,2024-04-02,noche,C,expedicion ,329,8,286,0,NO,,OP043
49692,05.07.2023,tarde,C,expedicion,-27,1,276,0,No,,OP039
92873,2023-08-18,noche,B,mecanizado,232,13,544,64,Yes,error operario,OP025
94813,2024-01-04,mañana,B,tratamiento_termico,288,308,346,0,No,,OP024
80074,10/07/2023,tarde,B,expedicion,485,9,247,0,n,error_operario,OP051
54572,2024-10-31,mañana,,expedicion ,411,8,215,0,n,,OP047
70245,2023-05-30,  mañana,B,control_calidad,426,39,272,0,n,,OP059
48005,2024-06-12,mañana,BC,mecanizado ,364,16,429,0,0,,OP052
33149,2023-02-26,noche,A,corte,423,437,591,0,0,,OP026
60353,2024-03-17,tarde,B,mecaniado,245,16,366,0,No,,OP056
49173,2024-07-19,noche,B,tratamiento_termico,262,7,449,0,0,,OP063
23994,12-03-2024,mañana,B ,mecanizdo ,318,14,405,41,si,fallo_maquina,op055
57089,2023-06-21,noche,a,CORTE,391,14,478,0,0,,OP069
92941,03-17-2024,tarde,,mecaniado,393,22,356,0,0,,OP-030
34833,2023-01-01,mañana,C,control_calidad,401,34,283,17,S,Mantenimiento,OP045
35309,2024-07-23,Mañana,a,mecanizado,384,22,344,32,yes,falta_material,OP048
71204,2023-09-11,tarde,A,mecanizado,326,17,462,7,SI,falta_material,OP058
60956,2023-02-23,noche,C,tratamiento_termico,295,10,342,0,No,,OP010
80851,19-07-2024,NOCHE,C,CORTE,381,8,587,0,no,,OP020
75494,2023-09-04,noch,B,control_calidad,489,27,306,0,No,,OP071
68891,2023-02-04,noche,C,control_calidad,366,24,311,0,0,,OP042
12151,2024-02-16,noche,,corte,371,7,653,0,NO,,OP070
93379,2024-03-01,  mañana,C,tratamiento_termicoo,395,13,447,1056,S,fallo_maquina ,OP070
15611,2024-09-15,mañana,A,mecanizado,312,21,448,0,0,,OP068
37745,28/01/2024,noche,C,tratamiento termico ,317,16,462,0,n,,OP043
97466,04-06-2024,noches,c,tratamiento_termico ,251,9,362,0,no,,OP068
98877,2023-07-11,tarde,A,tratamiento_termico ,292,9,378,0,No,,OP023
80328,2024-11-04,mañana,A,corte,306,10,469,9,0,,OP 062
85936,2023-01-13,noche,A,Expedicion,390,9,271,0,0,,OP062
19441,15.10.2024,mañana,B,mecanizado,282,11,553,0,no,,OP-052
73792,2023-01-25,tarde,A,Mecanizado,287,10,441,62,1,falta material,OP046
12498,2023-06-22,mañana,B,mecanizado,280,7,6897,0,No,,OP079
91051,2024-04-20,mañana,C,expedicion,436,4,233,10,SI,falta_material,OP002
95037,2024-07-24,tarde,B,Mecanizado,281,18,474,10,1,mantenimienot,OP029
32577,2023-06-27,mañana,B,mecanizado,259,14,397,24,sí,falta_material,OP022
50283,2024-09-02,mañana,C,mecanizado,,0,450,735,sí,error_operario,OP077
22752,2023-06-15,  noche,B,control_calidad,463,40,336,18,Sí,fallo_maquina,OP063
32372,2024-05-16,mañana,,tratamiento_termico,288,10,377,0,n,,OP071
18383,09/01/2023,Tarde,C,CORTE,252,5,423,64,Sí,falta_material,OP21
23937,2024-04-18,noche,A,tratamiento_termico,-35,10,471,0,0,,OP065
87984,20230605,tarde,B,expedicion ,495,7,248,0,NO,,OP034
38910,2023-05-19,  noch,A,corte,416,15,386,0,NO,,OP047
36560,2024/08/12,tarde,A,control_calidad,342,25,275,2,yes,fallo_maquina,OP055
98918,2024-04-06,mañana,B,tratamiento_termicoo,379,23,394,0,0,,OP046
25833,2023-04-11,tarde,A,expedicion,587,11,233,8,1,mantenimiento,OP021
85493,2023-02-25,tarde,A,tratamiento_termico,357,9,345,50,Yes,mantenimiento,OP008
52151,06-21-2024,noche,C,Mecanizado,234,10,498,0,No,,OP008
37948,2023-05-03,mañana,C,mecanizado,412,18,395,0,No,,OP075
87736,2024-01-15,noche,B ,expedicion,288,2,287,0,n,,OP011
18286,2024-06-15,tarde,B,control_calidad,535,40,201,0,n,,OP028
28512,03-09-2023,tare,B,control_calidad,524,59,262,0,0,,OP004
32026,2024-12-28,mañana,B,mecanizado,261,12,406,0,no,,OP010
82536,2023/12/26,tarde,,corte ,374,10,415,8,sí,error operario,
41934,07-17-2023,mañana,B,expedicion,492,9,246,0,No,,OP067
15334,2024-03-29,mañana,C,corte,363,14,432,21,S,mantenimiento,op031
92863,2024-04-15,noches,C,cortte,244,12,432,9,sí,falta_material,OP080
30677,2023-05-04,mañana,C,corte,402,9,430,0,No,,OP015
66525,2024-05-16,noche,c,control_calidad ,487,36,320,0,0,,OP050
10946,2024-01-20,mañana,B,cortte,381,20,371,0,n,,OP072
21683,2023-03-20,mañaña,AA,tratamiento termico,271,12,391,96,Sí,fallo_maquina,OP063
87821,2024-05-06,noch,A,control_calidadd,219,11,,0,n,,OP031
64555,2023-04-29,noche,A,control_calidad,382,29,375,0,no,,OP041
72391,13-01-2023,mañana,A,mecanizado,355,23,468,20,Yes,falta_material,OP-038
37021,2023-05-13,noche,A,tratamiento_termico,386,17,345,23,sí,mantenimiento,OP064
45513,2023-08-02,mañana,a,corte,-39,10,436,0,no,,OP033
64005,2024-11-06,mañana,A,mecaniado,362,18,465,3,sí,fallo_maquina,OP015
32878,2024-06-07,  tarde ,A,mecanizado,289,13,388,138,sí,mantenimiento,OP002
14931,2023-06-08,Mañana,A,mecanizado,328,16,477,8,1,mantenimiento,OP043
75521,2024-07-10,maana,línea A,control_calidad,496,37,307,0,n,,OP060
21537,2023/01/11,noche,B,corte,414,15,647,0,0,,OP046
49478,2023-09-06,noche,C,control_calidad,443,450,338,0,NO,,OP072
10599,2023-01-07,noch,C,expedicion,450,12,220,0,NO,,OP009 
35153,2024-04-07,mañana,C,cortte,331,23,332,0,n,,OP030
79494,2024-08-30,noche,B,mecanizado,181,8,408,0,no,,OP0074
91123,2023-10-25,mañana,B,Mecanizado,402,24,436,0,NO,,OP0021
80742,29/12/2024,maana,A,tratamiento termico,419,21,390,12,sí,falta_material,OP077
70845,2024-04-17,tarde,A,control calidad,416,21,444,0,No,,OP065
96419,2024-03-30,mañana,B,control_calidad,-23,5,264,0,n,,OP076
16955,2023-09-01,Tarde,C,control_calidadd,307,13,442,0,No,,OP032
29558,2024-09-06,noches,A,Corte,263,11,537,0,No,,OP012
72182,2023-01-18,noche,B,expedicion,,2,237,0,0,,OP060
30940,01/02/2023,mañana,,corte,420,11,540,0,NO,mantenimiento,OP054
15651,2024-01-05,noche,A,mecanizado,319,24,426,100,Yes,mantenimiento,OP037
57735,2024-11-14,mañana,a,tratamiento termico,324,10,424,0,no,,OP057
66973,2023-01-22,tarde ,C,control_calidad,468,38,246,39,1,mantenimiento,OP060
90847,06/09/2024,noche,A,corte,311,16,591,0,no,,OP046
69394,2024-08-14,noch,A,mecanizado,285,8,427,8,si,error_operario,OP002
16875,2023-10-03,  tarde,B,control_calidad,-17,0,321,0,0,,OP016
33053,2024-10-02,tarde,A,Expedicion,388,12,240,0,NO,,OP070
13809,2023-05-15,tarde,C,tratamiento termico,386,26,387,0,0,,op029
25212,2023-07-10,manana,C,mecanizado,299,8,410,0,n,,OP029
40841,2023-06-09,tarde,B,Corte,402,7,531,2,sí,,OP080
87687,2024-11-12,tarde ,B,corte,435,15,470,50,Yes,falta_material,Op020
64927,2024-01-01,Tarde,BC,expedicion,421,14,236,0,n,,OP064
98716,2024-11-02,noche,B,corte,353,12,446,33,sí,mantenimiento,OP002
40154,2023-07-14,tarde,línea A,Mecanizado,345,18,440,24,SI,falta_material,op046
52746,2024-06-24,noch,B,control_calidadd,353,22,416,0,no,,OP065
41079,20230102,tarde,B,corte,407,12,498,0,0,,OP005
36208,2023-12-02,tarde,B,expedicion,413,6,225,0,NO,,OP007
38922,05/08/2024,manana, A,mecanizado,255,12,349,4,Yes,error operario, OP063
86689,2024-03-13,mañana,A,Expedicion,456,9,232,5,Sí,falta material,OP021
67129,2023-10-29,Tarde,B,expedición,407,19,421,30,si,mantenimiento,OP021
89879,2024-07-31,noche,C,control calidad,381,15,389,0,n,,OP067
60768,2023-05-06,noche,C,tratamiento_termico,312,12,398,0,NO,,OP62
69996,2023-10-28,mañaña,C,CORTE,390,394,521,0,NO,,OP036
92840,2023-02-05,mañaña,B,control_calidadd,321,17,404,0,NO,,OP034
45349,10/10/2024,mañana,A,corte,365,14,526,0,No,,OP058
26673,2023-05-05,noche,A,mecanizado,220,18,427,0,no,,OP020
41934,2024-04-30,mañana,A,expedicion,532,11,191,0,0,,OP026
27891,2024-07-02,noche,A,cortte,334,18,446,0,no,,OP062
71018,2024-03-18,noche,B,corte,392,9,510,0,NO,,op052
32439,2024-09-18,manana,A,corte,437,14,483,0,n,error_operario,OP070
38816,2024-06-06,mañana,C,corte,430,16,541,0,no,, OP030
89119,2023-02-23,noches,C,control_calidad,422,33,332,18,S,error operario,OP035
93623,2024-06-20,tarde,B,mecanizado,309,17,416,0,0,,OP046
32273,2023-11-20,tarde,A,control_calidad,405,38,285,0,no,,OP035
82450,2023-07-06,tarde,,control calidad,341,17,380,0,NO,,OP044
21334,2023-01-02,noche,,expedicion,344,5,233,0,NO,,OP024
78389,2023-12-06,mañana,B,mecanizado,333,18,468,0,no,,OP071
38369,2024-02-27,noche,B,mecanizado,284,21,450,8,1,fallo_maquina,OP005
70655,2023-08-17,noche,A,control_calidad,433,32,269,13,Sí,fallo maquina,OP031
66113,2024-03-19,noche,C,tratamiento_termico ,205,8,408,95,si,mantenimiento, OP025
42329,2024-04-28,mañana,a,tratamiento_termico,381,9,311,0,0,,OP026
66917,2024-03-19,noche,C,mecanizdo,300,10,401,0,NO,,OP019
87564,23-05-2023,mañaña,A,expedición,442,18,426,0,0,,OP031
85196,2023-12-18,tarde,A,mecanizado,254,14,447,23,sí,,OP078
64758,2023-03-27,mañana,A,Expedicion,397,5,233,0,No,,OP0061
15250,2024-08-30,mañaña,A,control_calidadd,354,19,402,0,No,,OP077
76088,2024-06-19,NOCHE,A,expedición,339,14,481,0,0,,OP008
45513,2024-08-19,  tarde,B,tratamiento_termico,-32,6,328,0,No,fallo_maquina, OP043
22844,2024-12-23,noche,línea A,tratamiento termico,302,16,380,0,0,,OP-044
