id_registro;fecha;turno;linea_produccion;fase;unidades_producidas;unidades_defectuosas;tiempo_produccion_min;tiempo_parada_min;hubo_parada;motivo_parada;operario_id;registro_con_errores
40116;17/10/2023;tarde;A;corte;;;473;0;FALSO;;OP045;FALSO
31206;03/10/2023;mañana;B;expedicion;419;11;247;0;FALSO;;OP034;FALSO
76629;15/11/2024;tarde;B;corte;442;17;564;12;VERDADERO;mantenimiento;OP034;FALSO
54359;14/06/2024;mañana;B;expedicion;454;9;196;7;VERDADERO;mantenimiento;OP066;FALSO
90481;31/08/2024;mañana;A;mecanizado;327;22;;0;FALSO;;OP063;FALSO
16822;17/08/2024;noche;B;corte;352;16;547;0;FALSO;;;FALSO
93345;19/09/2024;mañana;A;corte;383;11;453;0;FALSO;fallo_maquina;OP062;FALSO
67065;27/04/2024;tarde;C;corte;350;12;405;0;FALSO;;OP018;FALSO
44483;18/03/2023;noche;;tratamiento_termico;335;9;297;0;FALSO;;OP057;FALSO
20490;01/04/2023;mañana;C;corte;369;12;547;0;FALSO;;OP061;FALSO
62513;29/04/2023;noche;C;tratamiento_termico;240;15;382;0;FALSO;;OP016;FALSO
78289;15/07/2024;mañana;B;corte;354;9;518;0;FALSO;;OP001;FALSO
88311;29/08/2023;tarde;C;mecanizado;326;19;467;0;FALSO;;OP043;FALSO
32973;02/09/2023;noche;A;mecanizado;373;17;415;10;FALSO;;OP007;FALSO
67536;02/03/2024;tarde;A;mecanizado;325;24;358;16;VERDADERO;error_operario;OP050;FALSO
77915;16/06/2023;mañana;B;control_calidad;528;42;332;0;FALSO;;OP047;FALSO
76918;05/10/2024;mañana;C;control_calidad;532;33;329;0;FALSO;;OP080;FALSO
40365;07/01/2024;noche;C;mecanizado;352;18;311;0;FALSO;;;FALSO
40365;07/01/2024;noche;C;mecanizado;352;18;311;0;FALSO;;;FALSO
98345;05/04/2023;tarde;B;control_calidad;542;47;321;0;FALSO;;OP079;FALSO
30636;11/08/2023;mañana;B;control_calidad;471;35;325;27;FALSO;;OP042;FALSO
46167;22/12/2023;mañana;A;corte;287;9;547;0;FALSO;;OP066;FALSO
56285;03/05/2023;noche;C;tratamiento_termico;284;12;314;0;FALSO;;OP043;FALSO
77861;01/12/2024;tarde;B;tratamiento_termico;;;229;0;FALSO;;OP010;FALSO
21818;17/09/2023;noche;A;mecanizado;242;10;397;0;FALSO;;OP071;FALSO
83284;09/06/2023;tarde;B;expedicion;276;14;407;0;FALSO;;OP025;FALSO
55625;16/03/2023;tarde;C;tratamiento_termico;374;17;320;0;FALSO;;OP058;FALSO
46242;09/11/2023;tarde;A;control_calidad;493;35;264;0;FALSO;fallo_maquina;OP024;FALSO
35496;04/04/2023;tarde;A;mecanizado;309;15;333;0;FALSO;;OP021;FALSO
44223;09/09/2023;mañana;A;tratamiento_termico;379;18;354;0;FALSO;;OP0050;FALSO
76353;25/07/2023;tarde;C;mecanizado;334;16;395;0;FALSO;falta_material;OP028;FALSO
19487;23/01/2023;tarde;C;tratamiento_termico;371;11;377;36;VERDADERO;error_operario;OP073;FALSO
54560;02/11/2024;noche;B;corte;287;7;461;0;FALSO;;OP072;FALSO
77277;05/10/2023;tarde;C;control_calidad;302;5;436;0;FALSO;;OP034;FALSO
80504;23/08/2024;mañana;A;mecanizado;263;9;447;0;FALSO;;OP051;FALSO
68034;27/09/2024;mañana;C;mecanizado;256;11;479;0;FALSO;;OP073;FALSO
41886;05/02/2024;tarde;A;mecanizado;315;13;405;0;FALSO;;OP051;FALSO
70142;01/06/2024;tarde;B;tratamiento_termico;399;17;346;0;FALSO;falta_material;OP034;FALSO
86916;18/10/2023;mañana;C;corte;477;7;416;0;FALSO;;OP011;FALSO
73172;27/02/2023;noche;A;expedicion;376;10;318;0;FALSO;;OP009;FALSO
18854;27/11/2024;noche;C;mecanizado;256;11;511;0;FALSO;;OP062;FALSO
38885;24/02/2024;noche;A;corte;437;17;505;5;VERDADERO;fallo_maquina;OP056;FALSO
40137;12/03/2024;tarde;;mecanizado;274;9;404;15;VERDADERO;error_operario;OP024;FALSO
64057;16/06/2023;noche;C;mecanizado;302;20;487;17;FALSO;;OP051;FALSO
77699;15/08/2024;noche;C;expedicion;298;9;319;0;FALSO;mantenimiento;OP052;FALSO
44517;04/07/2023;tarde;;corte;336;11;451;0;FALSO;;OP056;FALSO
22190;23/05/2024;mañana;A;expedicion;327;15;245;93;VERDADERO;error_operario;OP073;FALSO
54825;28/07/2024;mañana;B;expedicion;455;11;196;0;FALSO;;OP072;FALSO
33394;11/11/2023;mañana;C;expedicion;500;9;242;0;FALSO;;OP079;FALSO
56338;24/07/2023;noche;A;expedicion;332;;261;20;FALSO;;OP075;FALSO
85197;18/11/2023;noche;C;control_calidad;373;30;310;0;FALSO;;OP057;FALSO
99536;23/07/2024;tarde;B;tratamiento_termico;307;14;362;29;VERDADERO;falta_material;OP018;FALSO
34925;05/11/2023;mañana;C;mecanizado;293;17;351;33;VERDADERO;error_operario;OP067;FALSO
36170;11/03/2023;mañana;C;corte;302;10;425;0;FALSO;;OP073;FALSO
41726;13/05/2023;noche;C;tratamiento_termico;304;7;417;0;FALSO;;OP004;FALSO
42728;02/01/2023;noche;B;mecanizado;247;16;494;24;VERDADERO;fallo_maquina;OP027;FALSO
42728;02/01/2023;noche;B;mecanizado;247;16;494;24;VERDADERO;fallo_maquina;OP027;FALSO
42728;02/01/2023;noche;B;mecanizado;247;16;494;24;VERDADERO;fallo_maquina;OP027;FALSO
56665;26/03/2024;mañana;C;corte;521;18;428;0;FALSO;;OP072;FALSO
56665;26/03/2024;mañana;C;corte;521;18;428;0;FALSO;;OP072;FALSO
23983;24/07/2023;mañana;C;expedicion;455;6;227;0;FALSO;;OP008;FALSO
20287;17/05/2024;tarde;A;tratamiento_termico;;8;337;0;FALSO;;OP003;FALSO
96956;07/03/2024;noche;A;control_calidad;294;18;;2;VERDADERO;mantenimiento;OP052;FALSO
10868;11/08/2023;mañana;A;control_calidad;497;50;281;15;VERDADERO;mantenimiento;OP033;FALSO
80972;16/11/2024;noche;C;corte;344;12;464;0;FALSO;;OP057;FALSO
73214;21/07/2023;mañana;A;tratamiento_termico;451;19;362;0;FALSO;;OP033;FALSO
51342;28/09/2023;mañana;B;expedicion;367;17;492;0;FALSO;;OP033;FALSO
85303;24/03/2024;mañana;A;corte;469;;392;0;FALSO;;OP049;FALSO
74330;28/03/2024;mañana;C;mecanizado;359;17;419;4;VERDADERO;falta_material;OP008;FALSO
76995;24/01/2024;tarde;C;corte;308;11;414;0;FALSO;;;FALSO
39110;10/04/2024;tarde;B;corte;356;11;428;3;VERDADERO;falta_material;OP051;FALSO
26809;14/02/2023;noche;B;expedicion;352;6;279;4;VERDADERO;error_operario;OP063;FALSO
80879;19/01/2023;mañana;A;mecanizado;271;11;;21;VERDADERO;fallo_maquina;OP014;FALSO
69925;09/07/2024;tarde;C;expedicion;530;;259;0;FALSO;;OP033;FALSO
77922;25/03/2023;tarde;A;mecanizado;234;14;418;0;FALSO;;OP018;FALSO
11103;15/06/2023;mañana;B;tratamiento_termico;295;16;395;0;FALSO;;OP035;FALSO
23205;04/03/2023;noche;C;control_calidad;371;29;354;0;FALSO;;OP021;FALSO
90318;17/07/2023;mañana;C;expedicion;438;11;;4;VERDADERO;mantenimiento;OP067;FALSO
90358;25/07/2024;noche;C;corte;355;9;481;0;FALSO;;OP049;FALSO
34105;29/07/2023;noche;B;expedicion;447;4;230;0;FALSO;;OP072;FALSO
37594;03/02/2024;tarde;C;mecanizado;310;14;234;0;FALSO;;OP024;FALSO
58799;12/04/2023;noche;A;mecanizado;;;409;0;FALSO;;OP080;FALSO
33578;30/10/2024;noche;C;corte;273;7;552;4;VERDADERO;falta_material;;FALSO
85483;17/02/2024;noche;C;expedicion;335;7;240;0;FALSO;;OP078;FALSO
23090;28/04/2024;mañana;A;mecanizado;329;13;424;46;VERDADERO;error_operario;OP022;FALSO
40907;10/01/2024;mañana;C;expedicion;466;7;277;0;FALSO;;OP057;FALSO
59923;24/11/2023;noche;A;mecanizado;296;9;414;11;VERDADERO;fallo_maquina;OP022;FALSO
29601;16/01/2023;mañana;C;tratamiento_termico;400;15;390;35;VERDADERO;falta_material;OP067;FALSO
11276;03/07/2023;noche;B;corte;334;9;459;0;FALSO;;OP0039;FALSO
11276;03/07/2023;noche;B;corte;334;9;459;0;FALSO;;OP0039;FALSO
75483;07/07/2024;tarde;B;tratamiento_termico;;;405;0;FALSO;;OP057;FALSO
92660;08/07/2024;tarde;A;corte;400;10;435;0;FALSO;;OP007;FALSO
51383;10/12/2023;tarde;B;control_calidad;466;37;300;0;FALSO;error_operario;OP043;FALSO
49326;20/07/2024;noche;B;mecanizado;183;7;575;0;FALSO;;OP062;FALSO
84427;17/12/2023;noche;C;expedicion;331;9;216;0;FALSO;;OP047;FALSO
22972;12/03/2024;tarde;A;mecanizado;297;14;444;0;FALSO;;OP008;FALSO
17869;16/02/2023;tarde;A;tratamiento_termico;337;14;409;0;FALSO;;OP026;FALSO
43330;04/08/2023;mañana;A;corte;445;13;431;0;FALSO;;OP022;FALSO
92557;08/02/2024;tarde;B;corte;;0;516;1;FALSO;;OP022;FALSO
53864;14/01/2023;noche;;expedicion;422;11;234;0;FALSO;;OP053;FALSO
57226;15/06/2023;mañana;C;mecanizado;253;4;395;0;FALSO;;OP076;FALSO
43779;21/06/2023;mañana;A;corte;276;9;440;5;VERDADERO;falta_material;OP051;FALSO
63970;29/09/2023;tarde;A;mecanizado;281;11;451;29;VERDADERO;error_operario;OP049;FALSO
99074;14/10/2024;tarde;A;expedicion;348;5;239;0;FALSO;;OP079;FALSO
36077;14/05/2023;tarde;C;expedicion;485;12;216;0;FALSO;;OP003;FALSO
95179;24/03/2023;noche;C;tratamiento_termico;377;17;380;4;VERDADERO;falta_material;OP035;FALSO
32877;24/10/2023;tarde;C;tratamiento_termico;320;9;337;4;VERDADERO;mantenimiento;OP058;FALSO
47304;22/10/2023;mañana;A;control_calidad;484;46;359;13;VERDADERO;falta_material;OP039;FALSO
47304;22/10/2023;mañana;A;control_calidad;484;46;359;13;VERDADERO;falta_material;OP039;FALSO
98236;22/12/2024;mañana;C;tratamiento_termico;404;8;299;1;VERDADERO;fallo_maquina;OP077;FALSO
68580;26/02/2024;mañana;A;mecanizado;373;16;440;0;FALSO;;;FALSO
59947;18/04/2024;mañana;B;corte;;8;517;9;VERDADERO;fallo_maquina;OP022;FALSO
59947;18/04/2024;mañana;B;corte;;8;517;9;VERDADERO;fallo_maquina;OP022;FALSO
70784;11/11/2023;mañana;B;mecanizado;265;13;404;0;FALSO;;OP018;FALSO
28985;25/02/2024;tarde;A;corte;356;9;520;0;FALSO;;OP008;FALSO
93962;04/05/2023;mañana;B;corte;419;18;403;0;FALSO;;OP033;FALSO
54222;25/06/2024;noche;C;tratamiento_termico;322;15;337;0;FALSO;;OP060;FALSO
90256;16/11/2023;tarde;B;corte;357;8;547;0;FALSO;;OP024;FALSO
51533;20/03/2024;noche;A;control_calidad;429;41;358;0;FALSO;;OP071;FALSO
61833;17/11/2023;mañana;C;tratamiento_termico;356;7;287;0;FALSO;;OP067;FALSO
68313;30/03/2023;noche;A;expedicion;387;8;209;26;VERDADERO;error_operario;OP028;FALSO
57600;25/09/2023;tarde;C;corte;336;15;583;9;FALSO;;OP0020;FALSO
78280;11/09/2024;tarde;A;corte;362;7;514;0;FALSO;;OP032;FALSO
64262;04/05/2023;mañana;;control_calidad;383;23;490;0;FALSO;;OP011;FALSO
13027;31/10/2024;noche;A;control_calidad;329;26;513;0;FALSO;;OP027;FALSO
40753;26/09/2024;noche;A;tratamiento_termico;252;;400;8;VERDADERO;mantenimiento;OP044;FALSO
20494;09/05/2024;noche;B;expedicion;427;8;315;0;FALSO;;OP030;FALSO
20494;09/05/2024;noche;B;expedicion;427;8;315;0;FALSO;;OP030;FALSO
62041;17/05/2023;noche;B;tratamiento_termico;234;10;334;0;FALSO;;OP062;FALSO
18361;20/03/2024;tarde;C;tratamiento_termico;392;12;408;20;VERDADERO;fallo_maquina;OP009;FALSO
72021;16/01/2023;noche;A;tratamiento_termico;291;15;517;44;VERDADERO;falta_material;OP024;FALSO
78679;01/04/2024;tarde;A;expedicion;430;10;252;0;FALSO;;OP063;FALSO
20911;30/11/2024;noche;A;corte;357;19;546;8;VERDADERO;error_operario;OP027;FALSO
91015;03/02/2023;mañana;C;expedicion;407;7;250;0;FALSO;;OP049;FALSO
95830;06/05/2024;tarde;B;expedicion;423;9;269;0;FALSO;;OP064;FALSO
95830;06/05/2024;tarde;B;expedicion;423;9;269;0;FALSO;;OP064;FALSO
61097;09/06/2023;mañana;C;control_calidad;666;43;302;0;FALSO;;OP005;FALSO
42426;06/06/2024;tarde;B;tratamiento_termico;249;7;389;0;FALSO;;OP055;FALSO
68085;05/07/2023;noche;C;expedicion;386;12;;0;FALSO;;OP032;FALSO
27206;15/08/2023;noche;B;expedicion;416;2;294;0;FALSO;;OP052;FALSO
32361;08/01/2024;tarde;B;expedicion;359;11;230;0;FALSO;;OP050;FALSO
52624;11/06/2024;noche;B;control_calidad;371;31;303;3;FALSO;;OP013;FALSO
71235;27/05/2023;noche;C;control_calidad;515;38;297;0;FALSO;;OP003;FALSO
80685;19/08/2024;tarde;A;corte;322;14;424;0;FALSO;;OP030;FALSO
88326;21/03/2024;mañana;C;expedicion;419;11;246;0;FALSO;error_operario;OP035;FALSO
67013;24/01/2024;noche;;corte;389;15;601;0;FALSO;;OP027;FALSO
93824;30/06/2024;noche;A;tratamiento_termico;251;13;420;0;FALSO;;OP007;FALSO
39770;21/05/2023;tarde;A;corte;340;15;606;0;FALSO;;OP003;FALSO
67915;25/04/2023;noche;C;mecanizado;284;8;420;0;FALSO;;OP068;FALSO
64028;19/03/2024;noche;B;expedicion;222;15;413;0;FALSO;;OP050;FALSO
49789;23/12/2024;mañana;C;mecanizado;371;19;493;4;VERDADERO;fallo_maquina;OP004;FALSO
27865;27/11/2024;noche;A;mecanizado;284;17;482;125;VERDADERO;falta_material;OP007;FALSO
71498;24/03/2023;noche;B;tratamiento_termico;240;8;442;0;FALSO;;OP003;FALSO
74478;29/08/2023;noche;A;tratamiento_termico;243;12;393;0;FALSO;;OP047;FALSO
74478;29/08/2023;noche;A;tratamiento_termico;243;12;393;0;FALSO;;OP047;FALSO
72530;21/04/2023;noche;B;expedicion;415;9;174;0;FALSO;;OP009;FALSO
88250;19/11/2024;noche;C;mecanizado;237;14;405;;VERDADERO;falta_material;OP033;FALSO
10946;04/11/2023;tarde;C;control_calidad;;;326;0;FALSO;;OP048;FALSO
10946;04/11/2023;tarde;C;control_calidad;;;326;0;FALSO;;OP048;FALSO
34716;18/10/2024;tarde;C;mecanizado;430;21;491;0;FALSO;;OP045;FALSO
83472;21/01/2024;noche;A;tratamiento_termico;275;14;597;0;FALSO;;OP0061;FALSO
42754;09/05/2023;mañana;C;expedicion;410;10;249;0;FALSO;;OP068;FALSO
94671;05/08/2023;tarde;B;mecanizado;295;11;385;0;FALSO;;OP040;FALSO
20382;26/03/2024;tarde;A;mecanizado;236;13;485;16;VERDADERO;mantenimiento;OP023;FALSO
41399;16/01/2023;mañana;A;mecanizado;214;9;451;1;VERDADERO;falta_material;OP0061;FALSO
90375;21/06/2023;tarde;;corte;387;10;556;0;FALSO;;OP065;FALSO
99737;08/04/2024;noche;B;mecanizado;305;11;455;87;VERDADERO;falta_material;OP071;FALSO
94994;25/12/2023;mañana;B;mecanizado;239;11;395;0;FALSO;;OP009;FALSO
18973;21/11/2024;noche;C;mecanizado;297;8;458;46;VERDADERO;mantenimiento;OP033;FALSO
47957;11/02/2023;noche;;corte;379;15;577;0;FALSO;;OP004;FALSO
69682;27/03/2024;noche;B;corte;355;9;538;0;FALSO;;OP014;FALSO
69682;27/03/2024;noche;B;corte;355;9;538;0;FALSO;;OP014;FALSO
74486;29/04/2024;noche;B;control_calidad;407;35;311;36;VERDADERO;mantenimiento;OP021;FALSO
12542;29/06/2024;tarde;C;tratamiento_termico;365;16;393;0;FALSO;;OP026;FALSO
80119;24/03/2023;tarde;B;tratamiento_termico;284;16;415;0;FALSO;;OP035;FALSO
26389;03/04/2023;tarde;B;expedicion;424;9;225;0;FALSO;;OP037;FALSO
11075;11/10/2024;tarde;A;corte;381;16;464;0;FALSO;;OP059;FALSO
29750;30/01/2023;mañana;B;mecanizado;340;16;415;0;FALSO;;OP070;FALSO
50838;11/09/2023;mañana;C;expedicion;316;5;248;0;FALSO;;OP023;FALSO
75325;15/08/2024;noche;B;corte;344;8;496;0;FALSO;;OP019;FALSO
70776;19/10/2023;mañana;B;mecanizado;318;18;372;62;VERDADERO;mantenimiento;OP034;FALSO
14159;11/11/2024;noche;B;control_calidad;340;23;440;0;FALSO;;OP047;FALSO
29148;19/04/2023;noche;A;control_calidad;457;34;375;0;FALSO;;OP048;FALSO
71623;06/07/2024;noche;A;mecanizado;257;13;479;0;FALSO;;OP026;FALSO
42778;14/02/2024;tarde;C;tratamiento_termico;347;8;453;0;FALSO;;OP051;FALSO
11653;13/08/2023;tarde;C;expedicion;551;10;262;0;FALSO;;OP068;FALSO
42631;04/05/2024;mañana;C;control_calidad;441;38;326;0;FALSO;;OP045;FALSO
68059;02/07/2023;tarde;A;tratamiento_termico;404;24;381;0;FALSO;;OP052;FALSO
14392;21/02/2023;mañana;B;mecanizado;360;20;331;0;FALSO;;OP063;FALSO
37321;18/04/2024;tarde;B;corte;;4;482;0;FALSO;;OP076;FALSO
52344;20/01/2024;tarde;A;corte;405;10;381;0;FALSO;;OP066;FALSO
15529;21/11/2023;mañana;C;corte;368;6;437;0;FALSO;;OP052;FALSO
43202;16/12/2024;tarde;A;mecanizado;264;16;431;1;VERDADERO;fallo_maquina;OP067;FALSO
49166;09/02/2024;tarde;C;control_calidad;534;47;289;0;FALSO;;OP008;FALSO
16827;26/11/2023;mañana;A;control_calidad;497;28;347;0;FALSO;;OP015;FALSO
38545;07/07/2024;mañana;B;corte;;1;404;0;FALSO;;OP006;FALSO
40928;06/12/2024;tarde;A;mecanizado;274;6;417;0;FALSO;;OP044;FALSO
61879;12/04/2023;mañana;B;mecanizado;292;16;456;0;FALSO;;OP077;FALSO
11170;14/07/2024;noche;B;tratamiento_termico;327;13;427;58;VERDADERO;mantenimiento;OP050;FALSO
86162;27/01/2023;mañana;B;tratamiento_termico;396;;388;0;FALSO;;OP065;FALSO
72294;04/07/2023;tarde;A;control_calidad;491;47;297;0;FALSO;;OP012;FALSO
72294;04/07/2023;tarde;A;control_calidad;491;47;297;0;FALSO;;OP012;FALSO
30315;11/12/2024;noche;C;expedicion;264;18;400;0;FALSO;;OP0005;FALSO
75525;19/12/2024;noche;B;corte;328;8;464;0;FALSO;;OP074;FALSO
91087;27/04/2023;mañana;C;corte;;5;472;0;FALSO;;OP063;FALSO
56598;29/05/2023;mañana;B;tratamiento_termico;313;7;335;0;FALSO;;OP025;FALSO
80300;10/12/2023;noche;A;mecanizado;239;13;545;0;FALSO;;OP006;FALSO
26492;31/10/2023;noche;B;corte;386;11;601;0;FALSO;;OP041;FALSO
51515;03/09/2024;mañana;A;control_calidad;383;33;249;0;FALSO;;OP017;FALSO
94495;09/01/2023;mañana;C;mecanizado;235;5;467;0;FALSO;falta_material;OP042;FALSO
67503;09/10/2024;mañana;A;expedicion;432;13;250;0;FALSO;;OP070;FALSO
12798;30/05/2023;tarde;A;tratamiento_termico;400;13;394;8;VERDADERO;error_operario;OP060;FALSO
56945;03/04/2023;mañana;C;mecanizado;241;10;424;17;VERDADERO;falta_material;OP030;FALSO
42859;13/12/2024;noche;A;mecanizado;238;15;434;0;FALSO;;OP003;FALSO
73609;21/05/2023;noche;B;tratamiento_termico;307;11;398;22;FALSO;;OP053;FALSO
83272;30/06/2024;mañana;A;tratamiento_termico;359;23;352;45;VERDADERO;error_operario;OP002;FALSO
74237;07/09/2023;noche;A;corte;263;8;591;0;FALSO;;OP026;FALSO
34461;10/06/2023;mañana;A;control_calidad;520;47;277;0;FALSO;;OP065;FALSO
52425;04/06/2023;tarde;A;tratamiento_termico;445;21;377;0;FALSO;;OP005;FALSO
52425;04/06/2023;tarde;A;tratamiento_termico;445;21;377;0;FALSO;;OP005;FALSO
46087;28/02/2023;mañana;A;corte;317;16;361;0;FALSO;;OP036;FALSO
88470;29/06/2023;tarde;C;expedicion;508;10;228;0;FALSO;;OP020;FALSO
82682;18/06/2023;noche;A;corte;358;13;612;0;FALSO;;OP076;FALSO
79617;11/01/2024;tarde;C;control_calidad;573;46;282;0;FALSO;;OP067;FALSO
48754;18/02/2023;tarde;C;control_calidad;490;44;246;0;FALSO;;OP054;FALSO
80989;20/09/2023;mañana;C;mecanizado;329;8;412;0;FALSO;;OP028;FALSO
10094;03/08/2023;tarde;C;mecanizado;301;19;552;3;VERDADERO;falta_material;OP010;FALSO
76316;19/04/2023;noche;B;corte;348;19;501;0;FALSO;;OP037;FALSO
34318;10/12/2024;noche;A;control_calidad;422;25;306;0;FALSO;;OP025;FALSO
91229;30/09/2023;mañana;A;corte;269;7;427;0;FALSO;;OP009;FALSO
91290;29/05/2024;tarde;B;control_calidad;;;329;14;VERDADERO;fallo_maquina;OP025;FALSO
18302;07/09/2023;mañana;B;tratamiento_termico;326;12;405;0;FALSO;;OP021;FALSO
80642;01/03/2024;noche;C;corte;218;16;372;52;VERDADERO;mantenimiento;OP052;FALSO
34886;15/02/2023;noche;B;expedicion;331;7;258;0;FALSO;;OP008;FALSO
30202;10/01/2024;mañana;C;control_calidad;585;38;257;0;FALSO;;OP040;FALSO
52283;23/02/2023;noche;B;tratamiento_termico;336;18;351;0;FALSO;;OP045;FALSO
52208;02/09/2024;tarde;B;control_calidad;520;39;293;0;FALSO;;OP080;FALSO
78576;27/04/2024;tarde;C;mecanizado;304;15;409;29;VERDADERO;error_operario;;FALSO
15737;06/06/2023;tarde;B;expedicion;499;7;211;0;FALSO;;OP029;FALSO
27009;19/04/2023;tarde;C;tratamiento_termico;265;16;374;0;FALSO;;OP055;FALSO
73618;31/07/2023;tarde;C;control_calidad;529;40;324;0;FALSO;;OP062;FALSO
14170;10/10/2024;noche;C;corte;295;11;560;7;VERDADERO;mantenimiento;OP020;FALSO
60934;06/07/2023;tarde;B;corte;254;16;351;0;FALSO;;OP023;FALSO
78920;27/02/2024;tarde;C;corte;410;9;420;0;FALSO;;OP016;FALSO
87371;24/04/2024;mañana;C;control_calidad;379;18;413;0;FALSO;;OP049;FALSO
58018;02/01/2023;noche;B;control_calidad;332;17;438;0;FALSO;;OP052;FALSO
19289;10/05/2023;mañana;B;mecanizado;420;23;398;0;FALSO;;OP008;FALSO
20480;08/05/2023;tarde;A;tratamiento_termico;363;19;326;0;FALSO;;OP013;FALSO
93744;19/08/2023;tarde;A;mecanizado;352;16;397;41;VERDADERO;fallo_maquina;OP003;FALSO
83140;30/08/2023;tarde;A;control_calidad;264;18;461;0;FALSO;;OP039;FALSO
83140;30/08/2023;tarde;A;control_calidad;264;18;461;0;FALSO;;OP039;FALSO
83140;30/08/2023;tarde;A;control_calidad;264;18;461;0;FALSO;;OP039;FALSO
64519;01/08/2023;tarde;C;mecanizado;154;16;434;0;FALSO;;OP031;FALSO
17641;22/11/2024;tarde;A;corte;320;10;478;42;VERDADERO;mantenimiento;OP043;FALSO
44840;02/07/2024;noche;A;expedicion;421;10;284;0;FALSO;;OP035;FALSO
19225;22/08/2024;tarde;A;expedicion;490;14;228;0;FALSO;;OP066;FALSO
78089;29/03/2023;tarde;C;corte;406;13;537;0;FALSO;;OP072;FALSO
40279;29/10/2023;mañana;C;tratamiento_termico;316;15;362;21;VERDADERO;error_operario;OP015;FALSO
96098;27/01/2023;mañana;B;expedicion;398;6;225;0;FALSO;;OP010;FALSO
91962;22/08/2023;noche;A;corte;371;12;429;0;FALSO;;OP005;FALSO
83193;16/07/2024;mañana;C;mecanizado;318;19;396;0;FALSO;;OP032;FALSO
64419;24/02/2023;mañana;B;expedicion;396;12;211;0;FALSO;;OP006;FALSO
93705;31/05/2024;tarde;C;expedicion;378;13;442;0;FALSO;;OP060;FALSO
98407;24/08/2024;mañana;C;tratamiento_termico;427;13;271;0;FALSO;;OP043;FALSO
98407;24/08/2024;mañana;C;tratamiento_termico;427;13;271;0;FALSO;;OP043;FALSO
97194;24/06/2023;mañana;A;expedicion;596;10;208;0;FALSO;;OP014;FALSO
23644;08/10/2023;mañana;C;expedicion;378;17;421;0;FALSO;;OP058;FALSO
33644;22/05/2024;tarde;C;expedicion;432;5;247;0;FALSO;;OP011;FALSO
76151;13/03/2024;noche;B;tratamiento_termico;277;16;499;0;FALSO;;OP045;FALSO
30732;21/09/2024;noche;B;expedicion;302;6;235;0;FALSO;;;FALSO
88632;14/06/2024;tarde;B;control_calidad;346;30;279;0;FALSO;;OP038;FALSO
82100;03/09/2024;tarde;A;control_calidad;568;48;264;0;FALSO;;OP064;FALSO
52553;24/08/2023;mañana;C;mecanizado;309;18;419;0;FALSO;;OP047;FALSO
64046;25/09/2023;tarde;C;tratamiento_termico;264;9;348;0;FALSO;;OP039;FALSO
52395;24/10/2024;mañana;C;corte;375;10;419;0;FALSO;;OP056;FALSO
83812;07/07/2024;tarde;A;tratamiento_termico;;;336;0;FALSO;;OP066;FALSO
59160;18/08/2023;noche;B;mecanizado;413;25;485;0;FALSO;;OP029;FALSO
43303;07/10/2024;mañana;C;expedicion;428;10;247;0;FALSO;;OP003;FALSO
69297;02/10/2024;noche;B;mecanizado;188;5;431;30;VERDADERO;falta_material;OP035;FALSO
62047;08/10/2023;mañana;B;mecanizado;242;14;382;66;VERDADERO;falta_material;OP059;FALSO
49562;23/10/2024;mañana;B;tratamiento_termico;304;15;409;0;FALSO;;OP066;FALSO
51275;15/12/2024;noche;B;corte;288;5;587;0;FALSO;;OP014;FALSO
82569;19/11/2023;noche;C;control_calidad;419;39;417;0;FALSO;;OP047;FALSO
84798;23/11/2023;noche;A;corte;440;17;551;0;FALSO;;OP031;FALSO
30278;03/02/2023;tarde;B;mecanizado;212;13;344;0;FALSO;;OP064;FALSO
70341;31/12/2023;mañana;;expedicion;401;12;;0;FALSO;;OP045;FALSO
28141;25/02/2024;mañana;B;tratamiento_termico;356;17;371;12;VERDADERO;fallo_maquina;OP059;FALSO
86304;10/10/2023;tarde;A;control_calidad;509;34;269;14;VERDADERO;falta_material;OP074;FALSO
22046;11/08/2024;tarde;B;mecanizado;291;21;462;0;FALSO;;OP010;FALSO
84588;11/02/2023;tarde;C;control_calidad;;0;435;0;FALSO;;OP013;FALSO
73246;15/02/2023;tarde;B;expedicion;552;11;254;0;FALSO;;OP037;FALSO
85527;12/01/2024;mañana;B;tratamiento_termico;341;8;349;36;VERDADERO;fallo_maquina;OP002;FALSO
49373;21/08/2023;tarde;A;expedicion;442;27;;10;VERDADERO;falta_material;OP080;FALSO
53829;17/05/2023;noche;B;tratamiento_termico;296;12;408;0;FALSO;;OP023;FALSO
66925;21/03/2023;tarde;C;tratamiento_termico;245;6;374;0;FALSO;;OP056;FALSO
25799;15/11/2024;mañana;C;corte;404;8;485;0;FALSO;;OP012;FALSO
25799;15/11/2024;mañana;C;corte;404;8;485;0;FALSO;;OP012;FALSO
39716;21/04/2024;mañana;A;expedicion;489;9;276;0;FALSO;;OP070;FALSO
88944;04/10/2024;tarde;B;tratamiento_termico;382;21;379;0;FALSO;;OP073;FALSO
93084;17/01/2024;mañana;C;tratamiento_termico;465;13;401;0;FALSO;;OP072;FALSO
60133;27/06/2023;mañana;;mecanizado;237;9;414;48;VERDADERO;falta_material;OP058;FALSO
52838;06/03/2024;tarde;C;expedicion;319;14;419;14;VERDADERO;error_operario;OP012;FALSO
38940;27/06/2023;mañana;C;mecanizado;335;21;421;0;FALSO;;OP013;FALSO
