id_registro,fecha,turno,linea_produccion,fase,unidades_producidas,unidades_defectuosas,tiempo_produccion_min,tiempo_parada_min,hubo_parada,motivo_parada,operario_id,fecha_carga,registro_con_errores
97851,2024-03-25,noche,A,expedicion,415,9,278,0,f,,OP073,2026-04-27 18:34:50.227774,f
31094,2024-10-08,tarde,,corte,452,11,421,0,f,,OP055,2026-04-27 18:34:50.227774,f
31094,2024-10-08,tarde,,corte,452,11,421,0,f,,OP055,2026-04-27 18:34:50.227774,f
31094,2024-10-08,tarde,,corte,452,11,421,0,f,,OP055,2026-04-27 18:34:50.227774,f
99573,2023-08-16,noche,C,expedicion,352,6,231,7,t,error_operario,OP004,2026-04-27 18:34:50.227774,f
18130,2024-08-28,tarde,C,mecanizado,221,5,411,0,f,,OP063,2026-04-27 18:34:50.227774,f
80932,2024-06-23,noche,B,corte,371,11,554,3,t,fallo_maquina,OP079,2026-04-27 18:34:50.227774,f
98542,2023-03-25,noche,A,mecanizado,250,15,523,43,t,error_operario,OP058,2026-04-27 18:34:50.227774,f
39400,2023-06-09,tarde,C,tratamiento_termico,,2,418,0,f,,OP067,2026-04-27 18:34:50.227774,f
83566,2023-09-27,mañana,B,control_calidad,339,23,470,19,t,fallo_maquina,OP054,2026-04-27 18:34:50.227774,f
76967,2024-04-19,noche,A,mecanizado,362,22,429,0,f,,OP031,2026-04-27 18:34:50.227774,f
47701,2024-04-18,noche,C,control_calidad,342,27,338,51,t,error_operario,OP054,2026-04-27 18:34:50.227774,f
16157,2024-01-23,noche,B,mecanizado,329,10,471,0,f,,OP054,2026-04-27 18:34:50.227774,f
60797,2023-11-25,tarde,B,control_calidad,660,62,283,0,f,,OP022,2026-04-27 18:34:50.227774,f
99803,2024-06-17,noche,A,expedicion,304,12,501,0,f,,OP038,2026-04-27 18:34:50.227774,f
82368,2023-10-24,tarde,B,mecanizado,248,,371,0,f,,OP073,2026-04-27 18:34:50.227774,f
42943,2023-06-26,mañana,A,tratamiento_termico,334,11,370,0,f,,OP068,2026-04-27 18:34:50.227774,f
68073,2024-05-10,tarde,C,corte,462,16,315,0,f,,OP060,2026-04-27 18:34:50.227774,f
93071,2024-11-19,mañana,B,corte,485,16,465,3,t,falta_material,OP032,2026-04-27 18:34:50.227774,f
94886,2024-04-18,noche,C,control_calidad,411,34,283,0,f,,OP078,2026-04-27 18:34:50.227774,f
94886,2024-04-18,noche,C,control_calidad,411,34,283,0,f,,OP078,2026-04-27 18:34:50.227774,f
87120,2023-03-07,noche,A,expedicion,280,6,,0,f,,OP049,2026-04-27 18:34:50.227774,f
33255,2023-07-26,noche,B,tratamiento_termico,400,11,286,0,f,,OP046,2026-04-27 18:34:50.227774,f
19760,2024-08-20,tarde,C,tratamiento_termico,308,22,409,0,f,,OP076,2026-04-27 18:34:50.227774,f
32779,2024-12-09,noche,B,corte,,,571,0,f,,OP058,2026-04-27 18:34:50.227774,f
25643,2024-10-26,tarde,C,control_calidad,554,57,359,0,f,,OP031,2026-04-27 18:34:50.227774,f
44634,2023-02-02,mañana,A,tratamiento_termico,274,3,350,0,f,,OP073,2026-04-27 18:34:50.227774,f
10739,2023-10-13,mañana,A,control_calidad,418,28,294,0,f,,OP020,2026-04-27 18:34:50.227774,f
30290,2024-11-07,noche,C,control_calidad,521,39,346,0,f,,OP046,2026-04-27 18:34:50.227774,f
91968,2023-11-16,mañana,A,corte,376,7,436,0,f,,OP048,2026-04-27 18:34:50.227774,f
96755,2024-11-05,tarde,A,corte,383,12,460,0,f,,OP066,2026-04-27 18:34:50.227774,f
85061,2023-07-23,tarde,B,expedicion,329,18,398,0,f,,,2026-04-27 18:34:50.227774,f
19552,2023-09-08,tarde,A,mecanizado,,7,390,0,f,,OP008,2026-04-27 18:34:50.227774,f
51662,2023-01-24,tarde,A,control_calidad,381,18,345,0,f,,OP054,2026-04-27 18:34:50.227774,f
34100,2023-08-03,tarde,A,tratamiento_termico,379,16,,0,f,,OP037,2026-04-27 18:34:50.227774,f
76209,2023-02-21,mañana,C,expedicion,494,6,271,0,f,,OP075,2026-04-27 18:34:50.227774,f
81182,2024-08-29,noche,B,control_calidad,321,23,487,0,f,,OP060,2026-04-27 18:34:50.227774,f
22051,2023-02-02,tarde,B,mecanizado,316,15,372,141,t,error_operario,OP056,2026-04-27 18:34:50.227774,f
37964,2023-03-21,noche,B,control_calidad,307,20,435,0,f,,,2026-04-27 18:34:50.227774,f
53393,2024-11-06,mañana,C,control_calidad,562,36,277,0,f,,OP043,2026-04-27 18:34:50.227774,f
38632,2023-07-19,mañana,A,tratamiento_termico,312,12,320,0,f,,OP038,2026-04-27 18:34:50.227774,f
91039,2023-04-28,tarde,C,corte,406,14,474,0,f,,,2026-04-27 18:34:50.227774,f
83575,2023-08-01,noche,A,control_calidad,440,33,303,0,f,,OP038,2026-04-27 18:34:50.227774,f
95105,2023-12-14,noche,,corte,,5,577,0,f,,OP080,2026-04-27 18:34:50.227774,f
41502,2023-04-25,noche,A,tratamiento_termico,,3,372,0,f,,OP063,2026-04-27 18:34:50.227774,f
90439,2023-02-24,noche,B,control_calidad,418,36,285,0,f,,OP080,2026-04-27 18:34:50.227774,f
41958,2024-05-27,noche,C,tratamiento_termico,247,19,388,0,f,,OP038,2026-04-27 18:34:50.227774,f
41958,2024-05-27,noche,C,tratamiento_termico,247,19,388,0,f,,OP038,2026-04-27 18:34:50.227774,f
59987,2024-09-12,tarde,A,control_calidad,558,49,306,0,f,,OP013,2026-04-27 18:34:50.227774,f
24860,2024-01-18,mañana,A,mecanizado,418,23,444,0,f,,OP004,2026-04-27 18:34:50.227774,f
80809,2023-06-18,tarde,B,mecanizado,249,19,378,115,t,mantenimiento,OP026,2026-04-27 18:34:50.227774,f
80809,2023-06-18,tarde,B,mecanizado,249,19,378,115,t,mantenimiento,OP026,2026-04-27 18:34:50.227774,f
13238,2023-10-15,mañana,A,control_calidad,412,20,392,0,f,,OP047,2026-04-27 18:34:50.227774,f
59146,2023-02-21,tarde,A,corte,330,9,465,0,f,,OP032,2026-04-27 18:34:50.227774,f
76680,2023-06-02,tarde,A,expedicion,422,8,240,0,f,,OP061,2026-04-27 18:34:50.227774,f
15747,2023-10-29,noche,A,corte,374,12,595,0,f,,OP062,2026-04-27 18:34:50.227774,f
95397,2024-08-04,mañana,B,tratamiento_termico,425,17,372,0,f,,OP022,2026-04-27 18:34:50.227774,f
77357,2023-11-21,noche,B,control_calidad,437,40,285,0,f,,OP013,2026-04-27 18:34:50.227774,f
22577,2024-08-27,mañana,B,control_calidad,,,274,7,t,error_operario,OP021,2026-04-27 18:34:50.227774,f
80513,2023-10-25,mañana,A,expedicion,563,7,214,0,f,,OP073,2026-04-27 18:34:50.227774,f
92173,2024-02-29,noche,,expedicion,462,12,279,0,f,,OP022,2026-04-27 18:34:50.227774,f
97862,2024-10-25,tarde,C,control_calidad,392,19,415,0,f,,OP075,2026-04-27 18:34:50.227774,f
37941,2024-06-01,mañana,B,tratamiento_termico,393,21,363,0,f,falta_material,OP041,2026-04-27 18:34:50.227774,f
36945,2024-06-24,tarde,C,expedicion,382,11,213,0,f,,OP029,2026-04-27 18:34:50.227774,f
67047,2023-07-20,tarde,A,control_calidad,515,42,282,0,f,,OP056,2026-04-27 18:34:50.227774,f
33329,2023-07-12,mañana,B,corte,399,17,479,33,t,fallo_maquina,OP047,2026-04-27 18:34:50.227774,f
92603,2024-04-12,mañana,B,control_calidad,333,29,257,0,f,error_operario,OP002,2026-04-27 18:34:50.227774,f
51471,2024-05-02,tarde,C,expedicion,499,14,202,0,f,,OP049,2026-04-27 18:34:50.227774,f
91048,2024-04-02,noche,A,corte,342,8,511,49,t,error_operario,OP077,2026-04-27 18:34:50.227774,f
91048,2024-04-02,noche,A,corte,342,8,511,49,t,error_operario,OP077,2026-04-27 18:34:50.227774,f
86756,2023-08-02,mañana,A,control_calidad,401,22,345,0,f,,OP004,2026-04-27 18:34:50.227774,f
19514,2023-05-29,tarde,B,expedicion,264,16,366,0,f,,OP031,2026-04-27 18:34:50.227774,f
75907,2023-05-28,mañana,A,mecanizado,290,15,490,0,f,,OP068,2026-04-27 18:34:50.227774,f
21338,2024-06-06,noche,B,mecanizado,218,11,411,26,t,falta_material,OP035,2026-04-27 18:34:50.227774,f
67367,2023-05-22,mañana,A,corte,348,12,472,0,f,,,2026-04-27 18:34:50.227774,f
96602,2024-01-17,tarde,C,mecanizado,317,15,371,0,f,,OP035,2026-04-27 18:34:50.227774,f
27875,2023-03-18,mañana,C,mecanizado,235,8,428,0,f,,OP032,2026-04-27 18:34:50.227774,f
81529,2023-09-27,mañana,A,control_calidad,486,30,336,0,f,,OP054,2026-04-27 18:34:50.227774,f
98773,2023-02-24,tarde,C,tratamiento_termico,442,14,381,0,f,,OP036,2026-04-27 18:34:50.227774,f
94926,2024-06-27,mañana,C,corte,444,19,445,0,f,,OP012,2026-04-27 18:34:50.227774,f
11461,2023-05-25,noche,C,tratamiento_termico,296,9,342,0,f,,OP055,2026-04-27 18:34:50.227774,f
82754,2023-02-16,mañana,A,expedicion,438,6,227,0,f,,OP014,2026-04-27 18:34:50.227774,f
15475,2024-07-15,tarde,B,corte,417,9,585,0,f,,OP026,2026-04-27 18:34:50.227774,f
81765,2024-07-24,mañana,C,expedicion,444,6,236,0,f,,OP064,2026-04-27 18:34:50.227774,f
49936,2024-04-07,tarde,C,control_calidad,640,57,269,0,f,,OP032,2026-04-27 18:34:50.227774,f
55069,2023-02-08,tarde,C,expedicion,478,33,420,0,f,,OP001,2026-04-27 18:34:50.227774,f
94663,2023-02-19,mañana,B,corte,352,11,621,0,f,falta_material,OP049,2026-04-27 18:34:50.227774,f
28671,2024-12-02,tarde,,control_calidad,415,35,,0,f,,OP002,2026-04-27 18:34:50.227774,f
38939,2023-04-15,tarde,B,tratamiento_termico,351,9,433,0,f,,OP028,2026-04-27 18:34:50.227774,f
43127,2024-08-02,noche,B,expedicion,430,7,283,0,f,,OP026,2026-04-27 18:34:50.227774,f
33770,2023-01-18,tarde,B,corte,350,14,,0,f,,OP066,2026-04-27 18:34:50.227774,f
84356,2023-01-07,tarde,A,tratamiento_termico,354,20,458,0,f,,OP027,2026-04-27 18:34:50.227774,f
81939,2023-02-19,mañana,B,corte,349,15,449,0,f,,,2026-04-27 18:34:50.227774,f
82045,2024-01-14,noche,C,tratamiento_termico,262,9,429,60,t,error_operario,OP021,2026-04-27 18:34:50.227774,f
98039,2024-11-01,tarde,A,corte,359,8,569,0,f,,OP023,2026-04-27 18:34:50.227774,f
22871,2024-08-11,mañana,B,control_calidad,398,29,267,0,f,,OP072,2026-04-27 18:34:50.227774,f
86099,2024-05-12,noche,B,control_calidad,405,25,265,0,f,,OP043,2026-04-27 18:34:50.227774,f
53365,2023-12-22,mañana,C,mecanizado,308,16,378,0,f,,OP034,2026-04-27 18:34:50.227774,f
97988,2023-12-10,tarde,B,expedicion,341,3,185,0,f,,OP020,2026-04-27 18:34:50.227774,f
19149,2023-06-05,tarde,B,tratamiento_termico,284,9,379,0,f,,OP003,2026-04-27 18:34:50.227774,f
51652,2023-12-13,mañana,B,mecanizado,281,12,447,10,t,error_operario,OP030,2026-04-27 18:34:50.227774,f
53036,2023-10-30,tarde,C,tratamiento_termico,329,15,359,0,f,,OP011,2026-04-27 18:34:50.227774,f
50065,2023-02-07,mañana,A,control_calidad,571,41,301,0,f,,OP073,2026-04-27 18:34:50.227774,f
29974,2024-03-31,tarde,A,corte,377,10,496,0,f,,OP021,2026-04-27 18:34:50.227774,f
57774,2024-03-15,noche,A,expedicion,351,5,241,23,f,,OP064,2026-04-27 18:34:50.227774,f
66139,2024-06-21,mañana,C,expedicion,307,10,278,0,f,,OP077,2026-04-27 18:34:50.227774,f
51053,2023-12-11,tarde,B,tratamiento_termico,388,17,365,0,f,,OP078,2026-04-27 18:34:50.227774,f
39035,2024-06-29,noche,,corte,394,12,446,0,f,,OP011,2026-04-27 18:34:50.227774,f
93995,2024-09-20,noche,C,corte,314,11,315,2,t,fallo_maquina,OP060,2026-04-27 18:34:50.227774,f
57118,2024-08-15,noche,B,tratamiento_termico,387,10,373,4,t,falta_material,OP022,2026-04-27 18:34:50.227774,f
53458,2024-07-15,tarde,A,expedicion,416,7,289,0,f,,OP039,2026-04-27 18:34:50.227774,f
70666,2023-12-24,noche,B,tratamiento_termico,297,8,342,0,f,,OP022,2026-04-27 18:34:50.227774,f
50038,2023-08-13,noche,,expedicion,473,7,259,0,f,,OP037,2026-04-27 18:34:50.227774,f
24264,2024-08-07,noche,B,tratamiento_termico,308,14,395,0,f,,OP073,2026-04-27 18:34:50.227774,f
46780,2023-03-18,noche,A,mecanizado,245,11,444,13,f,,OP031,2026-04-27 18:34:50.227774,f
28350,2024-01-12,mañana,A,tratamiento_termico,327,14,,0,f,,OP035,2026-04-27 18:34:50.227774,f
35746,2023-08-30,tarde,B,expedicion,495,9,287,0,f,,OP012,2026-04-27 18:34:50.227774,f
92132,2024-09-21,mañana,C,expedicion,325,3,265,0,f,,OP049,2026-04-27 18:34:50.227774,f
19882,2024-12-23,mañana,B,mecanizado,345,15,352,0,f,,OP042,2026-04-27 18:34:50.227774,f
76476,2024-08-04,tarde,B,control_calidad,390,35,275,0,f,,OP001,2026-04-27 18:34:50.227774,f
87337,2023-01-22,mañana,A,corte,400,13,445,0,f,,OP039,2026-04-27 18:34:50.227774,f
14804,2024-02-20,tarde,B,control_calidad,583,43,308,0,f,,OP025,2026-04-27 18:34:50.227774,f
81233,2023-05-16,noche,C,mecanizado,262,12,,0,f,,OP010,2026-04-27 18:34:50.227774,f
80736,2023-12-27,noche,B,tratamiento_termico,275,15,438,0,f,,OP0004,2026-04-27 18:34:50.227774,f
29481,2024-04-14,noche,B,corte,285,6,524,0,f,,OP021,2026-04-27 18:34:50.227774,f
39269,2024-07-14,mañana,A,mecanizado,305,16,385,0,f,error_operario,OP028,2026-04-27 18:34:50.227774,f
87280,2024-06-24,tarde,B,corte,480,18,481,0,f,,OP006,2026-04-27 18:34:50.227774,f
48141,2024-08-13,tarde,C,mecanizado,267,14,506,0,f,,OP059,2026-04-27 18:34:50.227774,f
75683,2024-03-24,mañana,A,tratamiento_termico,280,16,416,0,f,,OP034,2026-04-27 18:34:50.227774,f
62007,2024-02-17,noche,B,expedicion,404,2,237,0,f,,OP0023,2026-04-27 18:34:50.227774,f
11388,2024-06-14,noche,A,corte,325,9,485,6,t,fallo_maquina,OP003,2026-04-27 18:34:50.227774,f
90482,2023-10-14,tarde,B,mecanizado,236,6,525,0,f,,OP034,2026-04-27 18:34:50.227774,f
30869,2023-11-24,noche,A,control_calidad,485,44,372,0,f,,OP0047,2026-04-27 18:34:50.227774,f
84162,2023-08-28,noche,A,tratamiento_termico,331,21,370,0,f,,OP080,2026-04-27 18:34:50.227774,f
29162,2024-09-10,tarde,C,expedicion,335,12,399,11,t,falta_material,OP050,2026-04-27 18:34:50.227774,f
73373,2023-12-12,noche,C,corte,301,14,536,0,f,,OP011,2026-04-27 18:34:50.227774,f
15297,2023-08-04,mañana,C,tratamiento_termico,387,18,349,0,f,,OP0026,2026-04-27 18:34:50.227774,f
73916,2023-02-16,mañana,C,control_calidad,544,,351,0,f,,OP011,2026-04-27 18:34:50.227774,f
44649,2023-04-05,tarde,A,tratamiento_termico,467,23,242,0,f,,OP029,2026-04-27 18:34:50.227774,f
15610,2023-04-04,tarde,C,mecanizado,392,,338,1,t,mantenimiento,OP057,2026-04-27 18:34:50.227774,f
77880,2024-12-20,noche,C,control_calidad,497,37,345,13,t,fallo_maquina,OP068,2026-04-27 18:34:50.227774,f
57349,2023-04-19,tarde,A,mecanizado,347,14,412,5,t,mantenimiento,OP029,2026-04-27 18:34:50.227774,f
69591,2023-01-27,noche,A,mecanizado,343,19,524,0,f,,OP080,2026-04-27 18:34:50.227774,f
15230,2024-06-23,mañana,C,expedicion,343,6,213,0,f,,OP007,2026-04-27 18:34:50.227774,f
52476,2024-12-11,mañana,A,tratamiento_termico,402,22,346,0,f,,OP013,2026-04-27 18:34:50.227774,f
78337,2023-05-02,tarde,C,corte,445,16,456,66,t,fallo_maquina,OP053,2026-04-27 18:34:50.227774,f
45847,2024-03-07,mañana,A,expedicion,481,8,196,17,t,fallo_maquina,OP002,2026-04-27 18:34:50.227774,f
44513,2024-11-12,noche,A,corte,400,,474,0,f,mantenimiento,OP036,2026-04-27 18:34:50.227774,f
87028,2024-07-07,mañana,B,mecanizado,306,15,333,0,f,,OP024,2026-04-27 18:34:50.227774,f
20202,2024-11-20,noche,B,expedicion,383,9,255,0,f,,OP018,2026-04-27 18:34:50.227774,f
59326,2024-04-28,mañana,B,tratamiento_termico,,,385,0,f,,OP069,2026-04-27 18:34:50.227774,f
39215,2024-08-28,mañana,C,expedicion,401,5,243,0,f,,OP013,2026-04-27 18:34:50.227774,f
56255,2023-11-14,noche,C,corte,260,4,570,14,t,fallo_maquina,OP046,2026-04-27 18:34:50.227774,f
55224,2023-08-21,noche,A,tratamiento_termico,211,10,425,30,t,mantenimiento,,2026-04-27 18:34:50.227774,f
73191,2024-03-04,tarde,,control_calidad,588,,272,0,f,,OP065,2026-04-27 18:34:50.227774,f
10864,2024-09-03,mañana,A,tratamiento_termico,300,18,423,0,f,,OP077,2026-04-27 18:34:50.227774,f
28214,2024-08-27,tarde,A,expedicion,368,16,459,0,f,falta_material,OP058,2026-04-27 18:34:50.227774,f
40145,2023-07-11,mañana,C,expedicion,409,8,208,0,f,,OP051,2026-04-27 18:34:50.227774,f
94341,2023-01-05,mañana,C,expedicion,459,6,185,0,f,,OP061,2026-04-27 18:34:50.227774,f
29692,2023-11-29,mañana,B,mecanizado,379,18,430,0,f,,OP061,2026-04-27 18:34:50.227774,f
57477,2024-03-25,tarde,A,expedicion,351,6,274,0,f,,OP079,2026-04-27 18:34:50.227774,f
64344,2023-07-21,noche,A,expedicion,331,3,219,0,f,,OP054,2026-04-27 18:34:50.227774,f
24855,2024-01-27,noche,C,corte,275,11,583,0,f,,OP023,2026-04-27 18:34:50.227774,f
72759,2023-12-05,noche,B,tratamiento_termico,210,8,388,14,t,error_operario,OP080,2026-04-27 18:34:50.227774,f
63857,2023-06-18,tarde,A,control_calidad,487,44,344,0,f,,OP058,2026-04-27 18:34:50.227774,f
87640,2024-05-12,noche,A,mecanizado,243,6,370,0,f,,OP031,2026-04-27 18:34:50.227774,f
92515,2024-06-13,noche,A,control_calidad,510,53,253,25,t,falta_material,OP055,2026-04-27 18:34:50.227774,f
85008,2024-10-02,tarde,C,tratamiento_termico,320,11,362,0,f,,OP074,2026-04-27 18:34:50.227774,f
31802,2023-05-31,noche,C,control_calidad,323,20,445,0,f,,OP032,2026-04-27 18:34:50.227774,f
63143,2023-03-22,noche,B,corte,313,9,613,,t,error_operario,OP064,2026-04-27 18:34:50.227774,f
63143,2023-03-22,noche,B,corte,313,9,613,,t,error_operario,OP064,2026-04-27 18:34:50.227774,f
83872,2023-06-30,noche,A,control_calidad,427,34,263,0,f,,OP035,2026-04-27 18:34:50.227774,f
96736,2023-08-02,mañana,C,expedicion,366,17,422,0,f,,OP044,2026-04-27 18:34:50.227774,f
21239,2023-12-16,noche,A,mecanizado,167,10,478,69,t,fallo_maquina,OP079,2026-04-27 18:34:50.227774,f
89498,2023-04-24,tarde,C,corte,447,10,533,0,f,,OP044,2026-04-27 18:34:50.227774,f
73133,2024-03-24,mañana,A,expedicion,423,7,180,0,f,,OP038,2026-04-27 18:34:50.227774,f
63840,2023-10-14,tarde,C,corte,353,,546,0,f,,OP024,2026-04-27 18:34:50.227774,f
63840,2023-10-14,tarde,C,corte,353,,546,0,f,,OP024,2026-04-27 18:34:50.227774,f
86368,2024-10-11,tarde,A,mecanizado,312,13,417,0,f,,OP063,2026-04-27 18:34:50.227774,f
33839,2024-10-14,tarde,C,tratamiento_termico,287,7,445,0,f,,OP035,2026-04-27 18:34:50.227774,f
76952,2023-05-27,tarde,A,corte,513,15,473,0,f,fallo_maquina,OP023,2026-04-27 18:34:50.227774,f
99861,2023-02-13,mañana,B,corte,376,7,519,0,f,,OP012,2026-04-27 18:34:50.227774,f
69437,2023-12-27,tarde,A,mecanizado,341,18,428,47,t,falta_material,OP060,2026-04-27 18:34:50.227774,f
19023,2023-07-21,mañana,B,tratamiento_termico,412,12,318,0,f,,,2026-04-27 18:34:50.227774,f
60523,2024-11-07,noche,B,tratamiento_termico,263,13,374,0,f,,OP033,2026-04-27 18:34:50.227774,f
90576,2024-11-23,noche,B,tratamiento_termico,317,12,391,27,t,fallo_maquina,OP063,2026-04-27 18:34:50.227774,f
79655,2024-07-02,tarde,C,expedicion,459,7,241,0,f,,OP040,2026-04-27 18:34:50.227774,f
25403,2023-11-27,mañana,B,control_calidad,510,39,360,0,f,,OP073,2026-04-27 18:34:50.227774,f
34775,2024-07-29,tarde,B,expedicion,592,11,205,27,t,desconocido,OP018,2026-04-27 18:34:50.227774,f
96427,2023-02-08,tarde,C,tratamiento_termico,453,16,387,0,f,,OP003,2026-04-27 18:34:50.227774,f
89098,2024-09-17,noche,A,expedicion,517,9,252,0,f,,OP029,2026-04-27 18:34:50.227774,f
10157,2023-08-17,noche,B,mecanizado,321,15,466,19,t,error_operario,OP070,2026-04-27 18:34:50.227774,f
98940,2024-08-28,tarde,A,control_calidad,378,27,240,0,f,,OP031,2026-04-27 18:34:50.227774,f
98940,2024-08-28,tarde,A,control_calidad,378,27,240,0,f,,OP031,2026-04-27 18:34:50.227774,f
78425,2024-11-10,noche,B,mecanizado,205,7,461,0,f,,OP030,2026-04-27 18:34:50.227774,f
15693,2024-09-14,mañana,A,expedicion,358,19,431,15,t,mantenimiento,OP072,2026-04-27 18:34:50.227774,f
15693,2024-09-14,mañana,A,expedicion,358,19,431,15,t,mantenimiento,OP072,2026-04-27 18:34:50.227774,f
66224,2024-04-07,mañana,B,corte,414,15,521,11,t,falta_material,OP014,2026-04-27 18:34:50.227774,f
73192,2023-01-06,mañana,A,corte,384,9,495,0,f,,OP003,2026-04-27 18:34:50.227774,f
59969,2023-09-11,mañana,A,expedicion,382,11,213,0,f,,OP032,2026-04-27 18:34:50.227774,f
85513,2023-03-19,noche,,expedicion,333,5,243,0,f,,OP043,2026-04-27 18:34:50.227774,f
27548,2024-10-06,noche,C,mecanizado,266,5,,0,f,,OP017,2026-04-27 18:34:50.227774,f
40475,2024-10-12,tarde,A,control_calidad,356,22,247,0,f,,OP059,2026-04-27 18:34:50.227774,f
20986,2024-12-13,tarde,B,expedicion,530,12,269,0,f,,OP063,2026-04-27 18:34:50.227774,f
81267,2024-06-03,tarde,C,control_calidad,387,26,487,0,f,,OP037,2026-04-27 18:34:50.227774,f
85757,2023-08-09,noche,C,corte,359,15,614,71,t,mantenimiento,OP045,2026-04-27 18:34:50.227774,f
78126,2024-07-30,tarde,A,expedicion,440,4,221,0,f,,OP021,2026-04-27 18:34:50.227774,f
51405,2023-03-27,mañana,A,control_calidad,513,37,269,0,f,,OP001,2026-04-27 18:34:50.227774,f
51405,2023-03-27,mañana,A,control_calidad,513,37,269,0,f,,OP001,2026-04-27 18:34:50.227774,f
95403,2024-10-11,tarde,B,mecanizado,294,20,396,0,f,,OP024,2026-04-27 18:34:50.227774,f
44249,2024-02-29,tarde,A,control_calidad,626,,288,0,f,,OP052,2026-04-27 18:34:50.227774,f
65517,2023-11-30,tarde,A,expedicion,449,10,212,0,f,,OP062,2026-04-27 18:34:50.227774,f
90200,2023-03-08,mañana,B,control_calidad,593,49,261,0,f,,OP034,2026-04-27 18:34:50.227774,f
36698,2023-10-14,noche,B,expedicion,341,5,299,1,t,error_operario,OP028,2026-04-27 18:34:50.227774,f
58524,2023-01-28,mañana,A,expedicion,518,13,281,0,f,,OP074,2026-04-27 18:34:50.227774,f
73407,2023-05-25,mañana,C,corte,397,10,474,0,f,,OP070,2026-04-27 18:34:50.227774,f
50193,2024-10-10,tarde,C,tratamiento_termico,326,11,327,22,t,fallo_maquina,OP010,2026-04-27 18:34:50.227774,f
62183,2023-04-10,tarde,B,expedicion,374,9,284,0,f,,OP021,2026-04-27 18:34:50.227774,f
96413,2024-03-19,noche,B,corte,276,8,466,0,f,,OP070,2026-04-27 18:34:50.227774,f
40116,2023-10-17,tarde,A,corte,,,473,0,f,,OP045,2026-04-27 18:34:50.227774,f
31206,2023-10-03,mañana,B,expedicion,419,11,247,0,f,,OP034,2026-04-27 18:34:50.227774,f
76629,2024-11-15,tarde,B,corte,442,17,564,12,t,mantenimiento,OP034,2026-04-27 18:34:50.227774,f
54359,2024-06-14,mañana,B,expedicion,454,9,196,7,t,mantenimiento,OP066,2026-04-27 18:34:50.227774,f
90481,2024-08-31,mañana,A,mecanizado,327,22,,0,f,,OP063,2026-04-27 18:34:50.227774,f
16822,2024-08-17,noche,B,corte,352,16,547,0,f,,,2026-04-27 18:34:50.227774,f
93345,2024-09-19,mañana,A,corte,383,11,453,0,f,fallo_maquina,OP062,2026-04-27 18:34:50.227774,f
67065,2024-04-27,tarde,C,corte,350,12,405,0,f,,OP018,2026-04-27 18:34:50.227774,f
44483,2023-03-18,noche,,tratamiento_termico,335,9,297,0,f,,OP057,2026-04-27 18:34:50.227774,f
20490,2023-04-01,mañana,C,corte,369,12,547,0,f,,OP061,2026-04-27 18:34:50.227774,f
62513,2023-04-29,noche,C,tratamiento_termico,240,15,382,0,f,,OP016,2026-04-27 18:34:50.227774,f
78289,2024-07-15,mañana,B,corte,354,9,518,0,f,,OP001,2026-04-27 18:34:50.227774,f
88311,2023-08-29,tarde,C,mecanizado,326,19,467,0,f,,OP043,2026-04-27 18:34:50.227774,f
32973,2023-09-02,noche,A,mecanizado,373,17,415,10,f,,OP007,2026-04-27 18:34:50.227774,f
67536,2024-03-02,tarde,A,mecanizado,325,24,358,16,t,error_operario,OP050,2026-04-27 18:34:50.227774,f
77915,2023-06-16,mañana,B,control_calidad,528,42,332,0,f,,OP047,2026-04-27 18:34:50.227774,f
76918,2024-10-05,mañana,C,control_calidad,532,33,329,0,f,,OP080,2026-04-27 18:34:50.227774,f
40365,2024-01-07,noche,C,mecanizado,352,18,311,0,f,,,2026-04-27 18:34:50.227774,f
40365,2024-01-07,noche,C,mecanizado,352,18,311,0,f,,,2026-04-27 18:34:50.227774,f
98345,2023-04-05,tarde,B,control_calidad,542,47,321,0,f,,OP079,2026-04-27 18:34:50.227774,f
30636,2023-08-11,mañana,B,control_calidad,471,35,325,27,f,,OP042,2026-04-27 18:34:50.227774,f
46167,2023-12-22,mañana,A,corte,287,9,547,0,f,,OP066,2026-04-27 18:34:50.227774,f
56285,2023-05-03,noche,C,tratamiento_termico,284,12,314,0,f,,OP043,2026-04-27 18:34:50.227774,f
77861,2024-12-01,tarde,B,tratamiento_termico,,,229,0,f,,OP010,2026-04-27 18:34:50.227774,f
21818,2023-09-17,noche,A,mecanizado,242,10,397,0,f,,OP071,2026-04-27 18:34:50.227774,f
83284,2023-06-09,tarde,B,expedicion,276,14,407,0,f,,OP025,2026-04-27 18:34:50.227774,f
55625,2023-03-16,tarde,C,tratamiento_termico,374,17,320,0,f,,OP058,2026-04-27 18:34:50.227774,f
46242,2023-11-09,tarde,A,control_calidad,493,35,264,0,f,fallo_maquina,OP024,2026-04-27 18:34:50.227774,f
35496,2023-04-04,tarde,A,mecanizado,309,15,333,0,f,,OP021,2026-04-27 18:34:50.227774,f
44223,2023-09-09,mañana,A,tratamiento_termico,379,18,354,0,f,,OP0050,2026-04-27 18:34:50.227774,f
76353,2023-07-25,tarde,C,mecanizado,334,16,395,0,f,falta_material,OP028,2026-04-27 18:34:50.227774,f
19487,2023-01-23,tarde,C,tratamiento_termico,371,11,377,36,t,error_operario,OP073,2026-04-27 18:34:50.227774,f
